0.60
0.22
0.23
-1.59
-1.78
0.69
-2.98
-0.57
-1.81
0.32
0.82
0.50
-1.34
0.19
0.06
-0.78
0.12
-1.69
-1.15
0.17
-0.32
-1.01
1.24
-0.23
-0.10
-0.71
0.73
-3.51
1.50
0.60
-1.16
-0.86
-0.75
0.46
-0.19
2.45
0.73
0.65
0.81
0.11
0.11
0.07
0.40
0.91
0.40
-0.09
-0.29
0.10
-0.04
3.04
0.31
0.19
3.42
0.16
1.15
-0.13
-0.22
-1.28
-0.02
0.20
