Dates,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m
09 May 07,5.538706,5.572653,5.593879,5.608634,5.618331,5.623888,5.626087,5.625550,5.622734,5.618016,5.611729,5.604192,5.595726,5.586613,5.577064,5.567244,5.557277,5.547265,5.537286,5.527394,5.517627,5.508011,5.498559,5.489281,5.480183,5.471266,5.462532,5.453979,5.445606,5.437408,5.429382,5.421524,5.413827,5.406288,5.398901,5.391659,5.384558,5.377592,5.370754,5.364038,5.357439,5.350950,5.344567,5.338282,5.332091,5.325989,5.319969,5.314028,5.308160,5.302361,5.296627,5.290952,5.285334,5.279768,5.274252,5.268781,5.263352,5.257964,5.252613,5.247296
10 May 07,5.539547,5.562179,5.580716,5.594847,5.604942,5.611488,5.614990,5.615875,5.614488,5.611151,5.606178,5.599879,5.592571,5.584536,5.575988,5.567094,5.557986,5.548768,5.539524,5.530314,5.521180,5.512153,5.503250,5.494485,5.485868,5.477404,5.469097,5.460948,5.452959,5.445127,5.437450,5.429925,5.422550,5.415319,5.408229,5.401274,5.394451,5.387754,5.381178,5.374717,5.368367,5.362121,5.355974,5.349922,5.343958,5.338079,5.332278,5.326551,5.320895,5.315304,5.309774,5.304301,5.298881,5.293511,5.288187,5.282906,5.277665,5.272461,5.267292,5.262154
11 May 07,5.519286,5.551660,5.570919,5.584105,5.592787,5.597865,5.600054,5.599880,5.597724,5.593914,5.588726,5.582416,5.575245,5.567445,5.559197,5.550640,5.541886,5.533027,5.524133,5.515257,5.506436,5.497697,5.489058,5.480531,5.472125,5.463847,5.455701,5.447689,5.439812,5.432069,5.424461,5.416985,5.409638,5.402419,5.395324,5.388349,5.381491,5.374745,5.368107,5.361573,5.355138,5.348797,5.342546,5.336381,5.330296,5.324287,5.318350,5.312481,5.306676,5.300931,5.295242,5.289606,5.284019,5.278478,5.272979,5.267521,5.262100,5.256715,5.251362,5.246039
14 May 07,5.528461,5.556052,5.576556,5.592133,5.603378,5.610915,5.615377,5.617275,5.616990,5.614862,5.611183,5.606231,5.600287,5.593604,5.586376,5.578758,5.570869,5.562812,5.554666,5.546488,5.538322,5.530199,5.522140,5.514163,5.506278,5.498496,5.490821,5.483260,5.475815,5.468486,5.461275,5.454182,5.447204,5.440341,5.433590,5.426949,5.420415,5.413983,5.407650,5.401413,5.395268,5.389209,5.383234,5.377337,5.371515,5.365764,5.360079,5.354456,5.348893,5.343385,5.337928,5.332519,5.327155,5.321833,5.316550,5.311303,5.306089,5.300907,5.295753,5.290626
15 May 07,5.526080,5.551869,5.570135,5.583286,5.592186,5.597621,5.600342,5.600887,5.599599,5.596766,5.592618,5.587386,5.581320,5.574653,5.567559,5.560174,5.552604,5.544935,5.537231,5.529540,5.521893,5.514313,5.506813,5.499403,5.492089,5.484877,5.477769,5.470768,5.463874,5.457088,5.450408,5.443834,5.437364,5.430996,5.424728,5.418557,5.412479,5.406492,5.400592,5.394775,5.389038,5.383375,5.377785,5.372262,5.366802,5.361403,5.356059,5.350768,5.345526,5.340329,5.335174,5.330059,5.324979,5.319932,5.314915,5.309926,5.304963,5.300022,5.295104,5.290204
16 May 07,5.521970,5.547686,5.565049,5.577021,5.584805,5.589345,5.591478,5.591783,5.590601,5.588187,5.584724,5.580390,5.575388,5.569908,5.564090,5.558041,5.551840,5.545549,5.539215,5.532868,5.526529,5.520210,5.513916,5.507650,5.501416,5.495214,5.489047,5.482914,5.476815,5.470752,5.464722,5.458727,5.452766,5.446839,5.440944,5.435080,5.429248,5.423444,5.417670,5.411922,5.406200,5.400503,5.394830,5.389179,5.383550,5.377942,5.372353,5.366782,5.361229,5.355693,5.350172,5.344667,5.339175,5.333697,5.328232,5.322779,5.317338,5.311907,5.306488,5.301078
17 May 07,5.528348,5.555832,5.574776,5.588654,5.598653,5.605584,5.610119,5.612683,5.613523,5.612853,5.610854,5.607726,5.603705,5.599012,5.593821,5.588261,5.582438,5.576432,5.570308,5.564110,5.557871,5.551611,5.545344,5.539079,5.532826,5.526589,5.520373,5.514182,5.508018,5.501883,5.495779,5.489705,5.483664,5.477654,5.471676,5.465729,5.459813,5.453926,5.448067,5.442236,5.436430,5.430650,5.424894,5.419161,5.413450,5.407759,5.402088,5.396436,5.390802,5.385184,5.379583,5.373996,5.368424,5.362865,5.357319,5.351785,5.346263,5.340752,5.335251,5.329761
18 May 07,5.525741,5.553338,5.571325,5.584398,5.593966,5.600793,5.605424,5.608176,5.609239,5.608785,5.606984,5.604045,5.600206,5.595691,5.590673,5.585282,5.579624,5.573782,5.567818,5.561779,5.555697,5.549591,5.543478,5.537367,5.531266,5.525183,5.519121,5.513085,5.507078,5.501101,5.495157,5.489246,5.483369,5.477526,5.471718,5.465942,5.460199,5.454488,5.448807,5.443155,5.437532,5.431935,5.426364,5.420817,5.415293,5.409792,5.404311,5.398849,5.393406,5.387981,5.382571,5.377178,5.371798,5.366432,5.361079,5.355737,5.350407,5.345087,5.339777,5.334476
21 May 07,5.527494,5.557081,5.577866,5.593456,5.604989,5.613252,5.618912,5.622430,5.624096,5.624127,5.622721,5.620108,5.616543,5.612264,5.607448,5.602234,5.596730,5.591019,5.585168,5.579223,5.573215,5.567166,5.561092,5.555004,5.548910,5.542818,5.536733,5.530662,5.524607,5.518572,5.512560,5.506572,5.500610,5.494675,5.488768,5.482889,5.477037,5.471213,5.465415,5.459644,5.453898,5.448176,5.442479,5.436804,5.431151,5.425519,5.419907,5.414314,5.408740,5.403183,5.397642,5.392117,5.386607,5.381110,5.375627,5.370157,5.364698,5.359251,5.353814,5.348387
22 May 07,5.533705,5.563111,5.585048,5.601786,5.614248,5.623199,5.629334,5.633177,5.635067,5.635250,5.633956,5.631439,5.627967,5.623779,5.619056,5.613935,5.608521,5.602896,5.597123,5.591244,5.585293,5.579288,5.573244,5.567171,5.561079,5.554974,5.548863,5.542751,5.536643,5.530541,5.524448,5.518368,5.512302,5.506251,5.500217,5.494201,5.488201,5.482220,5.476255,5.470308,5.464378,5.458465,5.452567,5.446685,5.440818,5.434965,5.429127,5.423302,5.417489,5.411689,5.405901,5.400123,5.394357,5.388600,5.382854,5.377116,5.371388,5.365669,5.359957,5.354254
23 May 07,5.541194,5.581092,5.607901,5.627258,5.641379,5.651608,5.658973,5.664182,5.667604,5.669431,5.669827,5.669005,5.667202,5.664633,5.661466,5.657828,5.653817,5.649513,5.644978,5.640256,5.635380,5.630373,5.625252,5.620033,5.614728,5.609348,5.603903,5.598403,5.592854,5.587265,5.581641,5.575989,5.570313,5.564617,5.558904,5.553177,5.547439,5.541691,5.535935,5.530173,5.524406,5.518634,5.512859,5.507081,5.501301,5.495519,5.489736,5.483952,5.478168,5.472383,5.466598,5.460813,5.455028,5.449244,5.443459,5.437676,5.431893,5.426111,5.420331,5.414552
24 May 07,5.544870,5.587479,5.616011,5.636092,5.650115,5.659648,5.665962,5.670001,5.672281,5.673067,5.672552,5.670945,5.668468,5.665323,5.661664,5.657606,5.653239,5.648630,5.643832,5.638881,5.633802,5.628615,5.623331,5.617960,5.612511,5.606994,5.601416,5.595784,5.590105,5.584385,5.578630,5.572844,5.567032,5.561197,5.555343,5.549471,5.543585,5.537686,5.531776,5.525856,5.519928,5.513993,5.508051,5.502103,5.496151,5.490194,5.484234,5.478271,5.472305,5.466337,5.460366,5.454394,5.448421,5.442446,5.436471,5.430495,5.424519,5.418544,5.412568,5.406594
25 May 07,5.545291,5.584845,5.616323,5.640861,5.659401,5.672972,5.682614,5.689233,5.693418,5.695551,5.695939,5.694886,5.692693,5.689628,5.685894,5.681646,5.677005,5.672066,5.666901,5.661563,5.656089,5.650506,5.644833,5.639087,5.633282,5.627427,5.621533,5.615609,5.609661,5.603694,5.597716,5.591729,5.585737,5.579743,5.573750,5.567759,5.561771,5.555788,5.549810,5.543838,5.537872,5.531912,5.525959,5.520012,5.514072,5.508138,5.502210,5.496289,5.490373,5.484463,5.478559,5.472659,5.466765,5.460875,5.454990,5.449109,5.443233,5.437361,5.431493,5.425629
29 May 07,5.546338,5.587709,5.622663,5.649987,5.670196,5.684443,5.694068,5.700297,5.703943,5.705534,5.705452,5.704024,5.701552,5.698287,5.694417,5.690084,5.685394,5.680430,5.675253,5.669907,5.664424,5.658826,5.653129,5.647346,5.641489,5.635568,5.629593,5.623570,5.617508,5.611414,5.605292,5.599150,5.592990,5.586818,5.580637,5.574450,5.568259,5.562068,5.555879,5.549692,5.543511,5.537335,5.531166,5.525006,5.518854,5.512712,5.506581,5.500459,5.494349,5.488249,5.482161,5.476084,5.470018,5.463964,5.457920,5.451889,5.445868,5.439859,5.433862,5.427875
30 May 07,5.549131,5.590686,5.626911,5.655107,5.675610,5.689678,5.698840,5.704486,5.707516,5.708513,5.707878,5.705944,5.703016,5.699343,5.695113,5.690462,5.685496,5.680293,5.674911,5.669392,5.663764,5.658047,5.652254,5.646396,5.640484,5.634526,5.628529,5.622502,5.616448,5.610375,5.604288,5.598191,5.592087,5.585982,5.579877,5.573776,5.567680,5.561591,5.555512,5.549443,5.543387,5.537342,5.531312,5.525296,5.519294,5.513307,5.507335,5.501379,5.495438,5.489513,5.483602,5.477706,5.471825,5.465959,5.460106,5.454268,5.448444,5.442632,5.436835,5.431050
31 May 07,5.545166,5.588323,5.625766,5.655240,5.677013,5.692330,5.702737,5.709618,5.713887,5.716150,5.716796,5.716136,5.714443,5.711946,5.708818,5.705187,5.701153,5.696794,5.692168,5.687317,5.682277,5.677071,5.671718,5.666236,5.660640,5.654942,5.649156,5.643293,5.637364,5.631378,5.625344,5.619271,5.613165,5.607032,5.600879,5.594709,5.588528,5.582340,5.576147,5.569953,5.563761,5.557571,5.551388,5.545212,5.539044,5.532886,5.526740,5.520604,5.514482,5.508372,5.502275,5.496193,5.490124,5.484069,5.478028,5.472002,5.465990,5.459992,5.454009,5.448040
01 Jun 07,5.547043,5.596614,5.637622,5.670444,5.695343,5.713519,5.726512,5.735719,5.742070,5.746189,5.748491,5.749306,5.748924,5.747589,5.745483,5.742749,5.739500,5.735825,5.731794,5.727459,5.722863,5.718039,5.713015,5.707813,5.702454,5.696958,5.691340,5.685615,5.679797,5.673900,5.667933,5.661908,5.655833,5.649717,5.643566,5.637387,5.631186,5.624966,5.618734,5.612492,5.606245,5.599994,5.593744,5.587495,5.581251,5.575012,5.568781,5.562559,5.556346,5.550144,5.543954,5.537775,5.531608,5.525455,5.519315,5.513188,5.507075,5.500976,5.494891,5.488821
04 Jun 07,5.555694,5.611208,5.651986,5.683587,5.707516,5.725269,5.738342,5.747933,5.754812,5.759495,5.762318,5.763576,5.763557,5.762510,5.760627,5.758058,5.754922,5.751316,5.747316,5.742979,5.738351,5.733468,5.728360,5.723052,5.717568,5.711928,5.706151,5.700252,5.694248,5.688152,5.681978,5.675736,5.669437,5.663090,5.656703,5.650283,5.643836,5.637369,5.630887,5.624393,5.617893,5.611389,5.604884,5.598382,5.591885,5.585395,5.578914,5.572444,5.565985,5.559539,5.553107,5.546689,5.540287,5.533901,5.527532,5.521180,5.514845,5.508528,5.502228,5.495947
05 Jun 07,5.561190,5.613970,5.650616,5.678582,5.700040,5.716408,5.728843,5.738144,5.744857,5.749384,5.752027,5.753085,5.752872,5.751661,5.749665,5.747043,5.743922,5.740401,5.736553,5.732435,5.728088,5.723541,5.718820,5.713944,5.708931,5.703798,5.698557,5.693222,5.687804,5.682313,5.676759,5.671150,5.665494,5.659798,5.654067,5.648307,5.642523,5.636719,5.630899,5.625065,5.619222,5.613372,5.607516,5.601658,5.595798,5.589939,5.584082,5.578227,5.572377,5.566531,5.560691,5.554857,5.549029,5.543208,5.537395,5.531589,5.525791,5.520001,5.514219,5.508445
06 Jun 07,5.566967,5.615077,5.647330,5.671504,5.689556,5.702742,5.712076,5.718261,5.721820,5.723181,5.722678,5.720663,5.717509,5.713542,5.709003,5.704066,5.698860,5.693477,5.687983,5.682420,5.676813,5.671176,5.665516,5.659838,5.654148,5.648449,5.642744,5.637035,5.631324,5.625613,5.619904,5.614198,5.608498,5.602803,5.597117,5.591439,5.585771,5.580112,5.574465,5.568828,5.563203,5.557590,5.551988,5.546399,5.540822,5.535256,5.529703,5.524161,5.518631,5.513111,5.507603,5.502105,5.496617,5.491138,5.485669,5.480209,5.474757,5.469314,5.463879,5.458451
07 Jun 07,5.583677,5.630954,5.663216,5.686971,5.704509,5.717303,5.726502,5.732853,5.736870,5.738946,5.739375,5.738462,5.736527,5.733859,5.730667,5.727104,5.723279,5.719273,5.715138,5.710911,5.706613,5.702254,5.697841,5.693380,5.688873,5.684325,5.679739,5.675119,5.670466,5.665783,5.661073,5.656339,5.651583,5.646807,5.642014,5.637204,5.632381,5.627544,5.622696,5.617838,5.612970,5.608095,5.603212,5.598324,5.593429,5.588529,5.583625,5.578716,5.573804,5.568887,5.563967,5.559043,5.554115,5.549184,5.544250,5.539312,5.534371,5.529426,5.524477,5.519525
08 Jun 07,5.552472,5.596510,5.632448,5.661988,5.685619,5.704178,5.718569,5.729445,5.737347,5.742750,5.746024,5.747545,5.747706,5.746854,5.745249,5.743082,5.740494,5.737592,5.734451,5.731125,5.727648,5.724044,5.720328,5.716513,5.712612,5.708633,5.704585,5.700475,5.696308,5.692091,5.687828,5.683525,5.679185,5.674811,5.670409,5.665979,5.661526,5.657050,5.652555,5.648043,5.643514,5.638971,5.634414,5.629845,5.625265,5.620675,5.616075,5.611466,5.606848,5.602222,5.597588,5.592946,5.588297,5.583640,5.578975,5.574303,5.569624,5.564937,5.560243,5.555541
11 Jun 07,5.556652,5.602082,5.637019,5.664710,5.686375,5.703154,5.716058,5.725717,5.732650,5.737301,5.739995,5.741078,5.740922,5.739858,5.738127,5.735906,5.733322,5.730469,5.727412,5.724196,5.720849,5.717387,5.713823,5.710166,5.706425,5.702606,5.698717,5.694761,5.690746,5.686674,5.682551,5.678380,5.674166,5.669912,5.665620,5.661293,5.656935,5.652547,5.648131,5.643690,5.639225,5.634737,5.630229,5.625702,5.621156,5.616593,5.612013,5.607418,5.602808,5.598183,5.593545,5.588894,5.584229,5.579552,5.574863,5.570161,5.565448,5.560724,5.555988,5.551240
12 Jun 07,5.569251,5.618977,5.653275,5.679886,5.701185,5.718490,5.732667,5.744144,5.753276,5.760375,5.765658,5.769390,5.771880,5.773409,5.774187,5.774367,5.774065,5.773365,5.772329,5.771005,5.769422,5.767604,5.765568,5.763331,5.760907,5.758309,5.755550,5.752640,5.749591,5.746411,5.743112,5.739700,5.736185,5.732572,5.728869,5.725082,5.721215,5.717276,5.713267,5.709194,5.705061,5.700871,5.696628,5.692336,5.687996,5.683612,5.679186,5.674721,5.670218,5.665678,5.661105,5.656500,5.651863,5.647197,5.642502,5.637780,5.633032,5.628259,5.623461,5.618640
13 Jun 07,5.570364,5.624170,5.661250,5.689598,5.711703,5.729083,5.742853,5.753689,5.762084,5.768415,5.772934,5.775943,5.777787,5.778778,5.779140,5.779034,5.778574,5.777841,5.776888,5.775752,5.774453,5.773002,5.771407,5.769672,5.767805,5.765810,5.763692,5.761456,5.759106,5.756646,5.754081,5.751416,5.748653,5.745797,5.742851,5.739819,5.736704,5.733509,5.730237,5.726891,5.723474,5.719988,5.716435,5.712819,5.709140,5.705402,5.701606,5.697753,5.693847,5.689887,5.685876,5.681815,5.677706,5.673550,5.669347,5.665100,5.660810,5.656477,5.652103,5.647688
14 Jun 07,5.562232,5.614682,5.646304,5.668531,5.685142,5.697879,5.707732,5.715206,5.720666,5.724388,5.726585,5.727533,5.727562,5.726974,5.725986,5.724747,5.723359,5.721892,5.720386,5.718862,5.717327,5.715776,5.714203,5.712601,5.710967,5.709293,5.707576,5.705811,5.703994,5.702122,5.700192,5.698204,5.696155,5.694045,5.691872,5.689637,5.687339,5.684978,5.682553,5.680067,5.677518,5.674907,5.672236,5.669505,5.666714,5.663864,5.660956,5.657990,5.654968,5.651890,5.648757,5.645569,5.642327,5.639032,5.635686,5.632287,5.628838,5.625338,5.621790,5.618193
15 Jun 07,5.564971,5.615654,5.648010,5.671451,5.689012,5.702268,5.712284,5.719781,5.725205,5.728845,5.730937,5.731782,5.731724,5.731075,5.730055,5.728815,5.727454,5.726038,5.724603,5.723167,5.721733,5.720291,5.718833,5.717350,5.715836,5.714284,5.712686,5.711040,5.709339,5.707580,5.705760,5.703879,5.701933,5.699923,5.697848,5.695707,5.693499,5.691226,5.688887,5.686483,5.684013,5.681480,5.678883,5.676224,5.673502,5.670720,5.667878,5.664976,5.662016,5.658998,5.655923,5.652792,5.649606,5.646365,5.643071,5.639724,5.636325,5.632875,5.629374,5.625824
18 Jun 07,5.568935,5.621604,5.653961,5.676866,5.693526,5.705681,5.714600,5.721176,5.725928,5.729151,5.731060,5.731925,5.732053,5.731719,5.731109,5.730347,5.729512,5.728649,5.727783,5.726921,5.726057,5.725177,5.724267,5.723316,5.722314,5.721254,5.720129,5.718932,5.717658,5.716305,5.714869,5.713351,5.711747,5.710059,5.708286,5.706428,5.704486,5.702461,5.700352,5.698163,5.695893,5.693544,5.691118,5.688617,5.686040,5.683391,5.680670,5.677879,5.675019,5.672091,5.669097,5.666038,5.662916,5.659732,5.656486,5.653180,5.649816,5.646394,5.642916,5.639383
19 Jun 07,5.568281,5.622243,5.654083,5.675782,5.691019,5.701695,5.709137,5.714258,5.717571,5.719357,5.719834,5.719288,5.718056,5.716438,5.714637,5.712785,5.710966,5.709225,5.707584,5.706043,5.704589,5.703200,5.701854,5.700534,5.699223,5.697906,5.696572,5.695208,5.693805,5.692355,5.690852,5.689291,5.687667,5.685977,5.684219,5.682391,5.680491,5.678518,5.676471,5.674351,5.672156,5.669888,5.667547,5.665133,5.662646,5.660089,5.657460,5.654762,5.651995,5.649159,5.646257,5.643288,5.640254,5.637156,5.633995,5.630771,5.627487,5.624142,5.620739,5.617278
20 Jun 07,5.600756,5.667287,5.702317,5.724756,5.739422,5.748765,5.754562,5.758085,5.760031,5.760752,5.760471,5.759445,5.757959,5.756256,5.754498,5.752779,5.751150,5.749633,5.748230,5.746932,5.745715,5.744552,5.743417,5.742289,5.741152,5.739989,5.738788,5.737538,5.736229,5.734855,5.733410,5.731890,5.730291,5.728612,5.726850,5.725004,5.723075,5.721061,5.718962,5.716780,5.714515,5.712167,5.709739,5.707230,5.704643,5.701978,5.699237,5.696421,5.693532,5.690570,5.687537,5.684435,5.681265,5.678027,5.674724,5.671357,5.667927,5.664435,5.660883,5.657272
21 Jun 07,5.636294,5.711401,5.744002,5.763415,5.776047,5.784349,5.789700,5.793020,5.794748,5.795083,5.794213,5.792414,5.790019,5.787333,5.784563,5.781835,5.779226,5.776774,5.774489,5.772366,5.770382,5.768507,5.766714,5.764978,5.763280,5.761599,5.759921,5.758229,5.756513,5.754762,5.752967,5.751121,5.749220,5.747257,5.745230,5.743135,5.740970,5.738734,5.736424,5.734041,5.731583,5.729051,5.726445,5.723764,5.721010,5.718183,5.715283,5.712312,5.709270,5.706158,5.702977,5.699728,5.696411,5.693030,5.689583,5.686072,5.682499,5.678865,5.675170,5.671416
22 Jun 07,5.645398,5.718031,5.748400,5.766447,5.778511,5.786809,5.792465,5.796219,5.798423,5.799236,5.798830,5.797474,5.795502,5.793218,5.790825,5.788453,5.786178,5.784040,5.782052,5.780210,5.778491,5.776869,5.775318,5.773816,5.772344,5.770884,5.769420,5.767939,5.766429,5.764880,5.763283,5.761633,5.759923,5.758150,5.756309,5.754398,5.752414,5.750357,5.748224,5.746014,5.743729,5.741367,5.738929,5.736414,5.733825,5.731160,5.728422,5.725609,5.722725,5.719768,5.716741,5.713645,5.710479,5.707246,5.703947,5.700582,5.697153,5.693661,5.690106,5.686491
25 Jun 07,5.650042,5.717935,5.746680,5.763901,5.775257,5.782744,5.787413,5.789985,5.790856,5.790250,5.788394,5.785604,5.782252,5.778662,5.775048,5.771544,5.768222,5.765119,5.762242,5.759580,5.757105,5.754783,5.752582,5.750476,5.748441,5.746454,5.744497,5.742553,5.740607,5.738645,5.736659,5.734639,5.732578,5.730470,5.728310,5.726093,5.723817,5.721479,5.719077,5.716609,5.714074,5.711472,5.708802,5.706064,5.703258,5.700384,5.697443,5.694435,5.691360,5.688220,5.685015,5.681745,5.678412,5.675016,5.671559,5.668041,5.664463,5.660826,5.657132,5.653381
26 Jun 07,5.658871,5.722168,5.749344,5.765123,5.774654,5.780021,5.782533,5.783099,5.782172,5.779968,5.776688,5.772624,5.768124,5.763496,5.758942,5.754582,5.750483,5.746672,5.743151,5.739902,5.736893,5.734083,5.731439,5.728929,5.726526,5.724206,5.721947,5.719729,5.717536,5.715353,5.713168,5.710971,5.708753,5.706507,5.704227,5.701907,5.699543,5.697132,5.694670,5.692156,5.689586,5.686961,5.684279,5.681539,5.678741,5.675884,5.672968,5.669993,5.666959,5.663866,5.660715,5.657506,5.654239,5.650916,5.647536,5.644100,5.640609,5.637064,5.633465,5.629813
27 Jun 07,5.666521,5.725316,5.753124,5.768647,5.776381,5.778845,5.778003,5.775209,5.771109,5.765974,5.760007,5.753491,5.746765,5.740123,5.733751,5.727755,5.722185,5.717051,5.712341,5.708022,5.704046,5.700361,5.696921,5.693686,5.690619,5.687690,5.684871,5.682136,5.679464,5.676835,5.674236,5.671652,5.669073,5.666488,5.663890,5.661271,5.658625,5.655948,5.653236,5.650484,5.647691,5.644855,5.641972,5.639042,5.636065,5.633038,5.629961,5.626834,5.623656,5.620427,5.617147,5.613817,5.610436,5.607005,5.603524,5.599993,5.596414,5.592785,5.589109,5.585386
28 Jun 07,5.684009,5.742834,5.769963,5.784764,5.791520,5.792874,5.791045,5.787568,5.783122,5.777942,5.772173,5.766032,5.759787,5.753679,5.747858,5.742405,5.737352,5.732701,5.728433,5.724512,5.720891,5.717519,5.714352,5.711352,5.708487,5.705727,5.703048,5.700425,5.697842,5.695280,5.692727,5.690171,5.687602,5.685013,5.682396,5.679745,5.677057,5.674326,5.671550,5.668726,5.665852,5.662927,5.659949,5.656917,5.653831,5.650691,5.647495,5.644245,5.640940,5.637580,5.634166,5.630698,5.627176,5.623601,5.619974,5.616296,5.612566,5.608786,5.604957,5.601078
29 Jun 07,5.781907,5.796563,5.807011,5.813253,5.815538,5.814851,5.812410,5.809095,5.805183,5.800679,5.795610,5.790141,5.784524,5.778998,5.773714,5.768755,5.764158,5.759928,5.756049,5.752489,5.749200,5.746138,5.743259,5.740529,5.737916,5.735394,5.732938,5.730527,5.728143,5.725771,5.723397,5.721013,5.718608,5.716176,5.713709,5.711202,5.708652,5.706054,5.703406,5.700705,5.697950,5.695139,5.692271,5.689346,5.686363,5.683322,5.680223,5.677066,5.673850,5.670577,5.667246,5.663859,5.660415,5.656916,5.653361,5.649752,5.646090,5.642374,5.638607,5.634788
02 Jul 07,5.791003,5.795308,5.802538,5.805969,5.805645,5.802566,5.797899,5.792428,5.786368,5.779696,5.772448,5.764822,5.757117,5.749609,5.742472,5.735797,5.729623,5.723951,5.718760,5.714006,5.709635,5.705589,5.701817,5.698276,5.694927,5.691735,5.688672,5.685708,5.682822,5.679992,5.677204,5.674442,5.671694,5.668949,5.666200,5.663438,5.660656,5.657849,5.655012,5.652141,5.649234,5.646287,5.643298,5.640266,5.637189,5.634066,5.630895,5.627677,5.624409,5.621094,5.617729,5.614314,5.610851,5.607339,5.603777,5.600167,5.596509,5.592804,5.589051,5.585251
03 Jul 07,5.779183,5.792231,5.804515,5.811332,5.812587,5.809709,5.804529,5.798368,5.791714,5.784669,5.777319,5.769860,5.762562,5.755661,5.749293,5.743519,5.738351,5.733768,5.729729,5.726176,5.723040,5.720251,5.717749,5.715483,5.713406,5.711480,5.709667,5.707935,5.706258,5.704612,5.702976,5.701336,5.699676,5.697984,5.696249,5.694464,5.692620,5.690711,5.688733,5.686681,5.684551,5.682343,5.680053,5.677680,5.675224,5.672684,5.670060,5.667354,5.664564,5.661694,5.658742,5.655712,5.652603,5.649419,5.646160,5.642827,5.639424,5.635951,5.632411,5.628805
04 Jul 07,5.759074,5.787896,5.809061,5.822420,5.828817,5.830028,5.828057,5.824361,5.819558,5.813887,5.807554,5.800846,5.794098,5.787600,5.781526,5.775963,5.770943,5.766459,5.762482,5.758961,5.755832,5.753032,5.750503,5.748198,5.746072,5.744087,5.742210,5.740409,5.738657,5.736933,5.735218,5.733497,5.731754,5.729980,5.728164,5.726297,5.724373,5.722385,5.720329,5.718202,5.715998,5.713718,5.711358,5.708918,5.706397,5.703795,5.701111,5.698347,5.695502,5.692579,5.689577,5.686499,5.683345,5.680117,5.676817,5.673446,5.670007,5.666500,5.662927,5.659292
05 Jul 07,5.758931,5.795917,5.819201,5.833624,5.840912,5.843045,5.841997,5.839158,5.835087,5.830004,5.824128,5.817758,5.811247,5.804903,5.798920,5.793403,5.788396,5.783904,5.779903,5.776349,5.773182,5.770342,5.767774,5.765431,5.763272,5.761259,5.759358,5.757539,5.755775,5.754044,5.752328,5.750611,5.748879,5.747120,5.745325,5.743485,5.741592,5.739641,5.737626,5.735544,5.733391,5.731165,5.728864,5.726487,5.724033,5.721501,5.718891,5.716205,5.713441,5.710602,5.707688,5.704701,5.701640,5.698509,5.695308,5.692038,5.688702,5.685300,5.681835,5.678308
06 Jul 07,5.784957,5.810056,5.831292,5.845651,5.853253,5.855820,5.855354,5.853223,5.849922,5.845630,5.840543,5.834946,5.829178,5.823537,5.818209,5.813296,5.808842,5.804854,5.801310,5.798169,5.795376,5.792874,5.790614,5.788552,5.786651,5.784875,5.783192,5.781574,5.779997,5.778441,5.776887,5.775323,5.773734,5.772111,5.770445,5.768726,5.766950,5.765110,5.763202,5.761222,5.759168,5.757038,5.754830,5.752543,5.750176,5.747730,5.745204,5.742598,5.739915,5.737154,5.734317,5.731405,5.728420,5.725362,5.722233,5.719035,5.715769,5.712437,5.709040,5.705581
09 Jul 07,5.790302,5.813208,5.829563,5.840424,5.846597,5.849118,5.849158,5.847564,5.844620,5.840472,5.835352,5.829592,5.823580,5.817653,5.812024,5.806813,5.802075,5.797826,5.794047,5.790701,5.787731,5.785081,5.782703,5.780550,5.778584,5.776768,5.775068,5.773456,5.771904,5.770392,5.768900,5.767413,5.765917,5.764400,5.762851,5.761262,5.759625,5.757935,5.756185,5.754371,5.752490,5.750539,5.748515,5.746418,5.744245,5.741997,5.739672,5.737271,5.734794,5.732242,5.729616,5.726915,5.724142,5.721297,5.718381,5.715397,5.712344,5.709224,5.706039,5.702790
10 Jul 07,5.789095,5.805983,5.817027,5.823090,5.825111,5.824023,5.820839,5.816251,5.810418,5.803412,5.795440,5.786846,5.778054,5.769435,5.761223,5.753551,5.746480,5.740023,5.734162,5.728848,5.724020,5.719613,5.715569,5.711838,5.708374,5.705135,5.702081,5.699177,5.696393,5.693702,5.691084,5.688517,5.685986,5.683476,5.680975,5.678471,5.675955,5.673419,5.670855,5.668259,5.665624,5.662948,5.660226,5.657455,5.654635,5.651762,5.648836,5.645856,5.642822,5.639733,5.636590,5.633392,5.630140,5.626834,5.623476,5.620065,5.616603,5.613090,5.609528,5.605917
