Dates,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m
02 Jan 07,5.069502,5.118073,5.153705,5.179331,5.196118,5.205546,5.209210,5.208592,5.204932,5.199295,5.192511,5.185142,5.177592,5.170123,5.162854,5.155820,5.149036,5.142500,5.136205,5.130136,5.124272,5.118589,5.113061,5.107666,5.102384,5.097199,5.092094,5.087057,5.082076,5.077141,5.072242,5.067372,5.062522,5.057685,5.052856,5.048029,5.043200,5.038364,5.033519,5.028662,5.023790,5.018901,5.013993,5.009066,5.004118,4.999147,4.994154,4.989138,4.984098,4.979034,4.973947,4.968837,4.963704,4.958550,4.953374,4.948178,4.942963,4.937731,4.932482,4.927218
03 Jan 07,5.068146,5.114719,5.151942,5.179164,5.197178,5.207509,5.211891,5.211923,5.208893,5.203883,5.197720,5.190957,5.183980,5.177034,5.170227,5.163593,5.157144,5.150884,5.144808,5.138904,5.133158,5.127552,5.122067,5.116685,5.111392,5.106177,5.101029,5.095938,5.090898,5.085901,5.080941,5.076013,5.071110,5.066228,5.061364,5.056513,5.051673,5.046841,5.042015,5.037193,5.032374,5.027555,5.022736,5.017916,5.013093,5.008267,5.003438,4.998604,4.993765,4.988920,4.984070,4.979214,4.974352,4.969483,4.964609,4.959729,4.954843,4.949952,4.945055,4.940154
04 Jan 07,5.069623,5.118009,5.157232,5.186412,5.206049,5.217564,5.222651,5.222884,5.219591,5.213941,5.206860,5.198994,5.190806,5.182603,5.174533,5.166659,5.159014,5.151615,5.144462,5.137551,5.130865,5.124385,5.118089,5.111957,5.105970,5.100113,5.094372,5.088735,5.083189,5.077725,5.072334,5.067006,5.061735,5.056513,5.051333,5.046190,5.041079,5.035996,5.030936,5.025898,5.020876,5.015870,5.010876,5.005893,5.000918,4.995949,4.990986,4.986027,4.981071,4.976116,4.971162,4.966208,4.961253,4.956298,4.951341,4.946382,4.941421,4.936459,4.931495,4.926529
05 Jan 07,5.078788,5.126552,5.159156,5.182635,5.199072,5.209829,5.216003,5.218405,5.217795,5.214947,5.210539,5.205109,5.199078,5.192739,5.186261,5.179739,5.173238,5.166799,5.160449,5.154202,5.148066,5.142038,5.136114,5.130288,5.124555,5.118909,5.113344,5.107856,5.102438,5.097085,5.091791,5.086553,5.081364,5.076220,5.071116,5.066049,5.061014,5.056009,5.051031,5.046077,5.041144,5.036231,5.031335,5.026454,5.021587,5.016732,5.011886,5.007050,5.002221,4.997399,4.992581,4.987769,4.982959,4.978153,4.973349,4.968547,4.963746,4.958946,4.954147,4.949348
08 Jan 07,5.083887,5.134940,5.168310,5.192715,5.210272,5.222179,5.229340,5.232415,5.232126,5.229277,5.224607,5.218716,5.212084,5.205050,5.197818,5.190512,5.183216,5.175986,5.168859,5.161856,5.154988,5.148254,5.141652,5.135175,5.128819,5.122577,5.116442,5.110407,5.104466,5.098613,5.092840,5.087142,5.081512,5.075944,5.070433,5.064975,5.059564,5.054196,5.048868,5.043576,5.038317,5.033089,5.027888,5.022712,5.017558,5.012425,5.007311,5.002213,4.997131,4.992061,4.987004,4.981957,4.976921,4.971893,4.966872,4.961859,4.956852,4.951852,4.946856,4.941867
09 Jan 07,5.097852,5.153549,5.186561,5.209915,5.226335,5.237189,5.243439,5.245763,5.244891,5.241622,5.236680,5.230639,5.223951,5.216929,5.209754,5.202538,5.195354,5.188249,5.181256,5.174390,5.167659,5.161062,5.154593,5.148246,5.142014,5.135890,5.129868,5.123941,5.118101,5.112343,5.106660,5.101045,5.095493,5.089997,5.084553,5.079156,5.073801,5.068484,5.063202,5.057952,5.052730,5.047534,5.042362,5.037210,5.032076,5.026960,5.021858,5.016769,5.011692,5.006625,5.001567,4.996516,4.991472,4.986434,4.981402,4.976373,4.971349,4.966328,4.961310,4.956295
10 Jan 07,5.110504,5.162472,5.193576,5.215208,5.230523,5.240952,5.247311,5.249999,5.249550,5.246656,5.241993,5.236126,5.229521,5.222507,5.215286,5.207985,5.200690,5.193458,5.186327,5.179321,5.172449,5.165714,5.159112,5.152639,5.146290,5.140057,5.133936,5.127918,5.121997,5.116166,5.110419,5.104749,5.099150,5.093616,5.088140,5.082718,5.077346,5.072018,5.066731,5.061482,5.056267,5.051083,5.045927,5.040796,5.035689,5.030602,5.025534,5.020483,5.015447,5.010425,5.005414,5.000414,4.995423,4.990441,4.985466,4.980498,4.975535,4.970578,4.965626,4.960679
11 Jan 07,5.114707,5.170494,5.216225,5.252960,5.281080,5.301701,5.316160,5.325635,5.331138,5.333590,5.333759,5.332218,5.329417,5.325688,5.321259,5.316291,5.310904,5.305192,5.299228,5.293070,5.286763,5.280344,5.273842,5.267281,5.260681,5.254056,5.247419,5.240780,5.234147,5.227525,5.220920,5.214333,5.207769,5.201227,5.194710,5.188217,5.181749,5.175306,5.168888,5.162496,5.156128,5.149785,5.143465,5.137169,5.130895,5.124643,5.118413,5.112204,5.106014,5.099845,5.093694,5.087561,5.081447,5.075350,5.069270,5.063207,5.057160,5.051130,5.045116,5.039119
12 Jan 07,5.307798,5.345393,5.375490,5.399854,5.418610,5.432166,5.440896,5.444923,5.444802,5.441417,5.435655,5.428247,5.419785,5.410703,5.401281,5.391704,5.382100,5.372559,5.363139,5.353879,5.344800,5.335910,5.327208,5.318694,5.310362,5.302206,5.294218,5.286389,5.278711,5.271175,5.263772,5.256494,5.249333,5.242280,5.235327,5.228467,5.221694,5.215002,5.208384,5.201837,5.195354,5.188933,5.182567,5.176254,5.169991,5.163772,5.157597,5.151461,5.145362,5.139297,5.133265,5.127263,5.121290,5.115343,5.109421,5.103523,5.097648,5.091794,5.085961,5.080147
15 Jan 07,5.320635,5.356575,5.384652,5.407606,5.425263,5.437862,5.445690,5.448843,5.447884,5.443710,5.437221,5.429146,5.420071,5.410422,5.400469,5.390394,5.380320,5.370333,5.360492,5.350832,5.341372,5.332121,5.323077,5.314240,5.305603,5.297159,5.288900,5.280818,5.272902,5.265145,5.257536,5.250067,5.242729,5.235513,5.228410,5.221413,5.214515,5.207710,5.200990,5.194351,5.187787,5.181294,5.174866,5.168499,5.162189,5.155932,5.149726,5.143566,5.137449,5.131374,5.125336,5.119334,5.113365,5.107428,5.101521,5.095641,5.089788,5.083960,5.078157,5.072376
16 Jan 07,5.313023,5.355543,5.384711,5.407658,5.425075,5.437463,5.445151,5.448164,5.447041,5.442681,5.435990,5.427702,5.418409,5.408544,5.398383,5.388108,5.377846,5.367685,5.357681,5.347871,5.338274,5.328896,5.319736,5.310790,5.302053,5.293516,5.285170,5.277005,5.269011,5.261178,5.253497,5.245957,5.238550,5.231266,5.224096,5.217032,5.210067,5.203193,5.196405,5.189697,5.183062,5.176497,5.169995,5.163554,5.157168,5.150834,5.144548,5.138307,5.132108,5.125948,5.119824,5.113735,5.107677,5.101649,5.095650,5.089677,5.083729,5.077804,5.071903,5.066023
17 Jan 07,5.313337,5.357901,5.391018,5.417410,5.437753,5.452700,5.462729,5.467952,5.468936,5.466583,5.461784,5.455254,5.447565,5.439142,5.430259,5.421105,5.411816,5.402486,5.393184,5.383955,5.374829,5.365824,5.356950,5.348212,5.339614,5.331154,5.322829,5.314636,5.306571,5.298628,5.290801,5.283085,5.275473,5.267959,5.260536,5.253200,5.245944,5.238763,5.231654,5.224611,5.217630,5.210708,5.203840,5.197023,5.190255,5.183531,5.176849,5.170206,5.163601,5.157029,5.150491,5.143983,5.137504,5.131053,5.124627,5.118227,5.111849,5.105495,5.099162,5.092851
18 Jan 07,5.330725,5.386399,5.424338,5.453457,5.475409,5.491223,5.501520,5.506430,5.506615,5.503124,5.496981,5.488996,5.479817,5.469924,5.459629,5.449139,5.438603,5.428123,5.417767,5.407579,5.397585,5.387795,5.378212,5.368837,5.359663,5.350686,5.341897,5.333287,5.324847,5.316567,5.308438,5.300451,5.292596,5.284864,5.277247,5.269736,5.262324,5.255004,5.247770,5.240616,5.233537,5.226527,5.219582,5.212696,5.205867,5.199089,5.192360,5.185676,5.179034,5.172430,5.165863,5.159331,5.152830,5.146358,5.139915,5.133498,5.127106,5.120738,5.114392,5.108068
19 Jan 07,5.337162,5.394828,5.430139,5.456573,5.476504,5.490690,5.499507,5.503510,5.503476,5.500287,5.494772,5.487627,5.479409,5.470522,5.461230,5.451713,5.442099,5.432477,5.422909,5.413438,5.404090,5.394877,5.385809,5.376888,5.368114,5.359485,5.350997,5.342645,5.334423,5.326325,5.318345,5.310475,5.302709,5.295040,5.287462,5.279968,5.272552,5.265211,5.257938,5.250729,5.243581,5.236488,5.229447,5.222455,5.215508,5.208603,5.201738,5.194910,5.188116,5.181354,5.174621,5.167918,5.161240,5.154588,5.147960,5.141353,5.134769,5.128204,5.121660,5.115135
22 Jan 07,5.354961,5.412560,5.448212,5.475625,5.496755,5.512044,5.521635,5.525998,5.525944,5.522443,5.516422,5.508654,5.499755,5.490168,5.480177,5.469974,5.459694,5.449431,5.439248,5.429188,5.419273,5.409516,5.399920,5.390487,5.381215,5.372099,5.363133,5.354311,5.345626,5.337070,5.328637,5.320318,5.312106,5.303994,5.295975,5.288042,5.280189,5.272412,5.264706,5.257065,5.249485,5.241962,5.234492,5.227073,5.219700,5.212370,5.205081,5.197830,5.190615,5.183434,5.176284,5.169164,5.162072,5.155007,5.147967,5.140952,5.133960,5.126991,5.120044,5.113118
23 Jan 07,5.352324,5.418709,5.454887,5.480985,5.500808,5.515171,5.524206,5.528407,5.528528,5.525424,5.519922,5.512735,5.504434,5.495433,5.486002,5.476322,5.466526,5.456706,5.446925,5.437226,5.427637,5.418171,5.408838,5.399640,5.390578,5.381652,5.372856,5.364186,5.355636,5.347202,5.338876,5.330653,5.322526,5.314488,5.306534,5.298657,5.290853,5.283117,5.275444,5.267831,5.260273,5.252766,5.245308,5.237895,5.230525,5.223194,5.215900,5.208641,5.201415,5.194219,5.187053,5.179914,5.172801,5.165714,5.158650,5.151608,5.144589,5.137592,5.130615,5.123659
24 Jan 07,5.302401,5.353202,5.390461,5.419561,5.441727,5.457376,5.466930,5.471342,5.471634,5.468813,5.463772,5.457237,5.449761,5.441728,5.433373,5.424856,5.416284,5.407733,5.399255,5.390881,5.382628,5.374503,5.366509,5.358644,5.350906,5.343289,5.335789,5.328398,5.321111,5.313920,5.306819,5.299801,5.292859,5.285986,5.279177,5.272426,5.265727,5.259075,5.252468,5.245900,5.239367,5.232867,5.226396,5.219951,5.213530,5.207129,5.200748,5.194383,5.188033,5.181696,5.175370,5.169055,5.162749,5.156451,5.150160,5.143876,5.137597,5.131324,5.125056,5.118793
25 Jan 07,5.308895,5.356563,5.393647,5.424045,5.448491,5.466939,5.479399,5.486576,5.489374,5.488751,5.485605,5.480692,5.474606,5.467772,5.460464,5.452869,5.445123,5.437319,5.429523,5.421778,5.414111,5.406537,5.399064,5.391696,5.384434,5.377277,5.370220,5.363260,5.356390,5.349607,5.342903,5.336273,5.329711,5.323210,5.316765,5.310370,5.304021,5.297713,5.291442,5.285204,5.278995,5.272813,5.266655,5.260516,5.254396,5.248291,5.242199,5.236119,5.230047,5.223984,5.217927,5.211875,5.205827,5.199781,5.193738,5.187696,5.181655,5.175614,5.169574,5.163533
26 Jan 07,5.311903,5.368634,5.408479,5.439788,5.464375,5.482587,5.494620,5.501226,5.503352,5.502000,5.498109,5.492455,5.485637,5.478080,5.470060,5.461768,5.453337,5.444863,5.436411,5.428024,5.419729,5.411541,5.403466,5.395511,5.387675,5.379956,5.372353,5.364860,5.357474,5.350188,5.342999,5.335899,5.328885,5.321949,5.315088,5.308296,5.301570,5.294905,5.288298,5.281746,5.275246,5.268794,5.262389,5.256027,5.249707,5.243427,5.237184,5.230977,5.224804,5.218664,5.212555,5.206477,5.200427,5.194406,5.188411,5.182443,5.176501,5.170583,5.164690,5.158821
29 Jan 07,5.313750,5.366192,5.406487,5.439171,5.465098,5.484410,5.497296,5.504508,5.507035,5.505955,5.502271,5.496802,5.490172,5.482822,5.475029,5.466986,5.458828,5.450647,5.442508,5.434451,5.426501,5.418669,5.410960,5.403377,5.395918,5.388582,5.381363,5.374256,5.367255,5.360355,5.353550,5.346834,5.340200,5.333642,5.327156,5.320735,5.314377,5.308076,5.301829,5.295633,5.289484,5.283380,5.277317,5.271293,5.265306,5.259354,5.253435,5.247546,5.241687,5.235855,5.230050,5.224270,5.218514,5.212781,5.207069,5.201379,5.195710,5.190060,5.184429,5.178817
30 Jan 07,5.307650,5.353536,5.387005,5.414546,5.437250,5.454869,5.467054,5.474124,5.476799,5.475979,5.472568,5.467338,5.460896,5.453678,5.445971,5.437976,5.429835,5.421647,5.413480,5.405383,5.397381,5.389492,5.381724,5.374083,5.366568,5.359179,5.351911,5.344761,5.337723,5.330792,5.323962,5.317228,5.310582,5.304018,5.297532,5.291118,5.284771,5.278488,5.272264,5.266095,5.259979,5.253912,5.247890,5.241912,5.235975,5.230076,5.224214,5.218386,5.212590,5.206825,5.201090,5.195382,5.189701,5.184046,5.178415,5.172807,5.167222,5.161659,5.156117,5.150595
31 Jan 07,5.308486,5.354465,5.388579,5.416335,5.438758,5.455786,5.467309,5.473790,5.476015,5.474905,5.471354,5.466100,5.459714,5.452602,5.445029,5.437179,5.429183,5.421132,5.413091,5.405103,5.397194,5.389380,5.381669,5.374067,5.366575,5.359193,5.351918,5.344746,5.337674,5.330697,5.323809,5.317006,5.310283,5.303634,5.297054,5.290540,5.284086,5.277689,5.271347,5.265055,5.258810,5.252611,5.246454,5.240337,5.234257,5.228214,5.222204,5.216226,5.210279,5.204361,5.198471,5.192607,5.186769,5.180955,5.175164,5.169397,5.163651,5.157926,5.152223,5.146540
01 Feb 07,5.313591,5.367323,5.404717,5.434513,5.458409,5.476613,5.489155,5.496551,5.499615,5.499286,5.496467,5.491899,5.486153,5.479635,5.472609,5.465260,5.457720,5.450083,5.442417,5.434765,5.427157,5.419612,5.412142,5.404754,5.397451,5.390236,5.383108,5.376065,5.369104,5.362222,5.355417,5.348683,5.342018,5.335416,5.328873,5.322387,5.315954,5.309571,5.303236,5.296945,5.290696,5.284487,5.278317,5.272182,5.266081,5.260013,5.253976,5.247968,5.241989,5.236036,5.230109,5.224206,5.218328,5.212472,5.206638,5.200826,5.195035,5.189264,5.183514,5.177782
02 Feb 07,5.330973,5.388241,5.425292,5.454877,5.478774,5.497067,5.509649,5.516932,5.519726,5.519026,5.515781,5.510748,5.504513,5.497494,5.489963,5.482114,5.474083,5.465967,5.457833,5.449730,5.441685,5.433718,5.425840,5.418057,5.410373,5.402789,5.395302,5.387910,5.380609,5.373396,5.366267,5.359216,5.352239,5.345332,5.338489,5.331707,5.324983,5.318313,5.311694,5.305124,5.298599,5.292118,5.285677,5.279276,5.272912,5.266583,5.260288,5.254024,5.247792,5.241589,5.235415,5.229267,5.223147,5.217051,5.210981,5.204934,5.198911,5.192911,5.186934,5.180978
05 Feb 07,5.344575,5.399494,5.433021,5.459567,5.481187,5.497965,5.509659,5.516488,5.519129,5.518489,5.515452,5.510727,5.504864,5.498251,5.491139,5.483704,5.476072,5.468331,5.460545,5.452757,5.444993,5.437272,5.429604,5.421997,5.414454,5.406979,5.399570,5.392226,5.384945,5.377725,5.370564,5.363459,5.356405,5.349400,5.342441,5.335525,5.328651,5.321815,5.315017,5.308254,5.301524,5.294827,5.288160,5.281523,5.274914,5.268332,5.261777,5.255247,5.248742,5.242261,5.235803,5.229367,5.222954,5.216563,5.210194,5.203846,5.197519,5.191213,5.184928,5.178664
06 Feb 07,5.356656,5.410971,5.445461,5.472916,5.495263,5.512487,5.524299,5.530952,5.533179,5.531955,5.528220,5.522728,5.516064,5.508642,5.500732,5.492521,5.484144,5.475694,5.467238,5.458820,5.450466,5.442194,5.434014,5.425931,5.417948,5.410064,5.402277,5.394584,5.386982,5.379465,5.372031,5.364674,5.357389,5.350171,5.343017,5.335922,5.328883,5.321898,5.314962,5.308073,5.301229,5.294427,5.287665,5.280941,5.274254,5.267601,5.260981,5.254393,5.247836,5.241307,5.234807,5.228334,5.221887,5.215466,5.209070,5.202699,5.196351,5.190027,5.183725,5.177447
07 Feb 07,5.347784,5.408345,5.445758,5.474199,5.496121,5.511830,5.521402,5.525450,5.524946,5.521026,5.514730,5.506858,5.498021,5.488635,5.478961,5.469173,5.459394,5.449703,5.440154,5.430777,5.421584,5.412580,5.403763,5.395129,5.386671,5.378380,5.370247,5.362262,5.354415,5.346698,5.339103,5.331619,5.324238,5.316952,5.309755,5.302639,5.295599,5.288630,5.281727,5.274884,5.268099,5.261368,5.254686,5.248052,5.241462,5.234914,5.228404,5.221932,5.215495,5.209092,5.202720,5.196378,5.190066,5.183782,5.177524,5.171293,5.165086,5.158905,5.152747,5.146613
08 Feb 07,5.347995,5.403001,5.432541,5.454351,5.471654,5.484242,5.491412,5.493257,5.490532,5.484320,5.475686,5.465474,5.454342,5.442750,5.430983,5.419234,5.407633,5.396264,5.385179,5.374405,5.363948,5.353804,5.343966,5.334420,5.325154,5.316150,5.307392,5.298864,5.290550,5.282437,5.274509,5.266753,5.259156,5.251706,5.244391,5.237203,5.230131,5.223168,5.216305,5.209537,5.202856,5.196257,5.189734,5.183282,5.176897,5.170574,5.164310,5.158100,5.151942,5.145832,5.139768,5.133747,5.127767,5.121825,5.115921,5.110051,5.104215,5.098410,5.092637,5.086893
09 Feb 07,5.289697,5.350994,5.388515,5.416524,5.438102,5.453695,5.463477,5.468092,5.468450,5.465579,5.460433,5.453753,5.446105,5.437874,5.429304,5.420561,5.411766,5.402998,5.394314,5.385749,5.377323,5.369046,5.360923,5.352956,5.345143,5.337479,5.329959,5.322577,5.315326,5.308199,5.301189,5.294290,5.287493,5.280793,5.274182,5.267657,5.261210,5.254838,5.248537,5.242301,5.236127,5.230013,5.223953,5.217946,5.211988,5.206076,5.200209,5.194383,5.188597,5.182848,5.177135,5.171456,5.165809,5.160193,5.154607,5.149049,5.143519,5.138014,5.132535,5.127081
12 Feb 07,5.306021,5.359679,5.394619,5.421779,5.443092,5.458499,5.468013,5.472299,5.472312,5.469128,5.463727,5.456859,5.449086,5.440786,5.432193,5.423470,5.414730,5.406049,5.397478,5.389047,5.380773,5.372662,5.364715,5.356932,5.349310,5.341841,5.334519,5.327337,5.320287,5.313362,5.306554,5.299856,5.293259,5.286758,5.280346,5.274017,5.267765,5.261586,5.255475,5.249429,5.243442,5.237512,5.231635,5.225808,5.220029,5.214293,5.208599,5.202945,5.197328,5.191746,5.186198,5.180681,5.175194,5.169735,5.164304,5.158899,5.153518,5.148162,5.142828,5.137516
13 Feb 07,5.298221,5.331571,5.354066,5.373030,5.389263,5.401730,5.409651,5.413157,5.412882,5.409696,5.404461,5.397857,5.390403,5.382451,5.374225,5.365879,5.357521,5.349225,5.341039,5.332993,5.325104,5.317380,5.309822,5.302431,5.295203,5.288131,5.281210,5.274432,5.267789,5.261274,5.254879,5.248597,5.242419,5.236339,5.230349,5.224443,5.218616,5.212864,5.207180,5.201560,5.196001,5.190497,5.185047,5.179646,5.174291,5.168978,5.163706,5.158472,5.153273,5.148108,5.142973,5.137867,5.132789,5.127737,5.122709,5.117703,5.112719,5.107756,5.102812,5.097887
14 Feb 07,5.296444,5.327495,5.351379,5.372229,5.390207,5.404088,5.413087,5.417379,5.417644,5.414801,5.409756,5.403229,5.395772,5.387764,5.379450,5.370997,5.362525,5.354112,5.345812,5.337657,5.329663,5.321838,5.314185,5.306702,5.299384,5.292226,5.285218,5.278354,5.271625,5.265024,5.258541,5.252168,5.245898,5.239723,5.233636,5.227631,5.221703,5.215845,5.210054,5.204324,5.198652,5.193034,5.187466,5.181945,5.176468,5.171032,5.165634,5.160272,5.154944,5.149647,5.144380,5.139141,5.133928,5.128741,5.123576,5.118434,5.113314,5.108213,5.103132,5.098070
15 Feb 07,5.298158,5.320697,5.336264,5.350344,5.363160,5.373017,5.378628,5.379845,5.377206,5.371588,5.363900,5.354866,5.345044,5.334817,5.324429,5.314046,5.303778,5.293700,5.283856,5.274269,5.264947,5.255886,5.247082,5.238525,5.230204,5.222104,5.214212,5.206515,5.199000,5.191653,5.184463,5.177418,5.170506,5.163716,5.157039,5.150466,5.143990,5.137603,5.131299,5.125070,5.118913,5.112820,5.106789,5.100814,5.094890,5.089016,5.083186,5.077397,5.071648,5.065935,5.060256,5.054608,5.048989,5.043399,5.037834,5.032295,5.026778,5.021283,5.015810,5.010357
16 Feb 07,5.293526,5.319757,5.340740,5.358643,5.373226,5.383356,5.388571,5.389268,5.386243,5.380473,5.372870,5.364117,5.354717,5.344998,5.335163,5.325346,5.315641,5.306105,5.296773,5.287662,5.278775,5.270110,5.261660,5.253417,5.245370,5.237508,5.229819,5.222292,5.214916,5.207681,5.200575,5.193591,5.186717,5.179945,5.173269,5.166679,5.160171,5.153738,5.147376,5.141078,5.134841,5.128660,5.122532,5.116453,5.110419,5.104429,5.098478,5.092564,5.086686,5.080840,5.075025,5.069240,5.063482,5.057750,5.052044,5.046360,5.040700,5.035061,5.029443,5.023846
19 Feb 07,5.293153,5.323703,5.346635,5.366224,5.382440,5.394079,5.400598,5.402359,5.400172,5.395050,5.387935,5.379531,5.370364,5.360787,5.351022,5.341225,5.331499,5.321913,5.312512,5.303318,5.294341,5.285583,5.277041,5.268708,5.260577,5.252636,5.244875,5.237282,5.229848,5.222561,5.215412,5.208389,5.201485,5.194688,5.187992,5.181390,5.174873,5.168437,5.162076,5.155784,5.149556,5.143389,5.137278,5.131218,5.125208,5.119243,5.113320,5.107438,5.101592,5.095781,5.090004,5.084257,5.078539,5.072848,5.067184,5.061544,5.055928,5.050335,5.044763,5.039212
20 Feb 07,5.301128,5.333530,5.357529,5.378309,5.395869,5.408772,5.416306,5.418770,5.416992,5.412047,5.404943,5.396438,5.387100,5.377310,5.367309,5.357263,5.347286,5.337452,5.327809,5.318381,5.309180,5.300206,5.291458,5.282929,5.274611,5.266492,5.258563,5.250811,5.243226,5.235797,5.228513,5.221366,5.214343,5.207437,5.200639,5.193942,5.187339,5.180823,5.174388,5.168031,5.161744,5.155524,5.149367,5.143268,5.137224,5.131232,5.125289,5.119391,5.113535,5.107721,5.101944,5.096204,5.090498,5.084824,5.079182,5.073569,5.067984,5.062425,5.056893,5.051386
21 Feb 07,5.293059,5.323618,5.347927,5.368455,5.384976,5.396458,5.402565,5.403774,5.400976,5.395247,5.387566,5.378659,5.369061,5.359119,5.349044,5.338980,5.329024,5.319239,5.309661,5.300308,5.291186,5.282292,5.273619,5.265159,5.256903,5.248838,5.240952,5.233235,5.225676,5.218263,5.210986,5.203836,5.196803,5.189877,5.183053,5.176321,5.169676,5.163113,5.156625,5.150208,5.143858,5.137569,5.131338,5.125162,5.119037,5.112961,5.106930,5.100941,5.094993,5.089083,5.083209,5.077370,5.071563,5.065787,5.060041,5.054323,5.048633,5.042968,5.037329,5.031714
22 Feb 07,5.290180,5.327878,5.352947,5.373389,5.389990,5.401970,5.408980,5.411398,5.410018,5.405835,5.399747,5.392425,5.384367,5.375898,5.367221,5.358476,5.349759,5.341135,5.332643,5.324306,5.316135,5.308133,5.300300,5.292630,5.285120,5.277759,5.270541,5.263457,5.256499,5.249658,5.242928,5.236299,5.229764,5.223317,5.216951,5.210660,5.204440,5.198286,5.192194,5.186159,5.180179,5.174249,5.168366,5.162529,5.156733,5.150977,5.145258,5.139573,5.133922,5.128303,5.122712,5.117150,5.111615,5.106105,5.100618,5.095155,5.089714,5.084295,5.078896,5.073516
23 Feb 07,5.293358,5.328927,5.352250,5.371455,5.387207,5.398413,5.404606,5.406135,5.403825,5.398713,5.391713,5.383498,5.374579,5.365283,5.355810,5.346297,5.336838,5.327496,5.318310,5.309300,5.300477,5.291842,5.283393,5.275125,5.267031,5.259102,5.251328,5.243700,5.236208,5.228845,5.221600,5.214465,5.207433,5.200495,5.193645,5.186877,5.180185,5.173564,5.167010,5.160519,5.154086,5.147708,5.141382,5.135105,5.128873,5.122685,5.116538,5.110430,5.104359,5.098323,5.092320,5.086350,5.080410,5.074500,5.068618,5.062763,5.056935,5.051132,5.045355,5.039602
26 Feb 07,5.294523,5.323028,5.344234,5.363454,5.380534,5.393953,5.402895,5.407380,5.407945,5.405382,5.400449,5.393754,5.385790,5.376941,5.367485,5.357625,5.347510,5.337254,5.326940,5.316631,5.306376,5.296209,5.286155,5.276232,5.266453,5.256824,5.247350,5.238033,5.228876,5.219878,5.211038,5.202353,5.193821,5.185438,5.177198,5.169099,5.161136,5.153304,5.145599,5.138017,5.130554,5.123204,5.115964,5.108831,5.101799,5.094866,5.088026,5.081278,5.074617,5.068039,5.061543,5.055124,5.048781,5.042509,5.036307,5.030171,5.024101,5.018093,5.012146,5.006257
27 Feb 07,5.298414,5.324347,5.341781,5.357977,5.372826,5.384343,5.391437,5.394036,5.392675,5.388182,5.381352,5.372822,5.363118,5.352654,5.341723,5.330538,5.319252,5.307974,5.296784,5.285736,5.274870,5.264210,5.253771,5.243562,5.233586,5.223840,5.214321,5.205024,5.195944,5.187071,5.178400,5.169921,5.161625,5.153503,5.145547,5.137747,5.130097,5.122588,5.115213,5.107964,5.100835,5.093819,5.086909,5.080100,5.073385,5.066761,5.060220,5.053759,5.047372,5.041057,5.034808,5.028622,5.022495,5.016425,5.010407,5.004440,4.998520,4.992645,4.986813,4.981022
28 Feb 07,5.285449,5.305726,5.321810,5.337420,5.352243,5.364183,5.372012,5.375514,5.375123,5.371606,5.365725,5.358099,5.349239,5.339551,5.329326,5.318776,5.308055,5.297278,5.286528,5.275864,5.265332,5.254960,5.244770,5.234775,5.224981,5.215390,5.206002,5.196815,5.187825,5.179028,5.170417,5.161986,5.153727,5.145633,5.137696,5.129910,5.122267,5.114759,5.107382,5.100127,5.092989,5.085961,5.079038,5.072213,5.065483,5.058841,5.052284,5.045805,5.039402,5.033069,5.026804,5.020602,5.014461,5.008376,5.002346,4.996367,4.990437,4.984553,4.978714,4.972917
01 Mar 07,5.286208,5.312123,5.331829,5.350451,5.367719,5.381288,5.389930,5.393544,5.392718,5.388385,5.381448,5.372623,5.362505,5.351554,5.340096,5.328364,5.316527,5.304706,5.292987,5.281430,5.270076,5.258951,5.248073,5.237447,5.227077,5.216959,5.207088,5.197459,5.188064,5.178895,5.169943,5.161198,5.152649,5.144288,5.136104,5.128087,5.120231,5.112524,5.104961,5.097532,5.090230,5.083049,5.075980,5.069018,5.062157,5.055391,5.048714,5.042121,5.035608,5.029170,5.022802,5.016502,5.010264,5.004086,4.997965,4.991896,4.985878,4.979908,4.973984,4.968104
02 Mar 07,5.296785,5.315044,5.328030,5.341378,5.354600,5.364930,5.371006,5.372660,5.370400,5.365062,5.357437,5.348151,5.337723,5.326569,5.314991,5.303202,5.291357,5.279566,5.267907,5.256435,5.245186,5.234183,5.223441,5.212964,5.202753,5.192804,5.183111,5.173668,5.164467,5.155498,5.146751,5.138217,5.129883,5.121741,5.113779,5.105988,5.098359,5.090883,5.083550,5.076354,5.069285,5.062337,5.055503,5.048775,5.042147,5.035614,5.029169,5.022808,5.016525,5.010315,5.004175,4.998100,4.992087,4.986131,4.980230,4.974380,4.968578,4.962822,4.957110,4.951439
